curve,abscissa,value
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.42,0.167472156182
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.415,0.166777914178
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.41,0.166087796502
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.405,0.165401830173
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.4,0.16472004239
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.395,0.164042460539
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.39,0.163369112185
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.385,0.162700025073
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.38,0.162035227121
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.375,0.161374746426
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.37,0.160718611253
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.365,0.160066850038
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.36,0.159419491381
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.355,0.158776564046
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.35,0.158138096958
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.345,0.157504119196
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.34,0.156874659992
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.335,0.156249748729
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.33,0.155629414932
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.325,0.155013688269
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.32,0.154402598542
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.315,0.153796175688
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.31,0.153194449767
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.305,0.152597450963
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.3,0.152005209576
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.295,0.151417756015
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.29,0.150835120797
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.285,0.150257334535
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.28,0.149684427935
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.275,0.14911643179
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.27,0.148553376969
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.265,0.147995294415
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.26,0.147442215132
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.255,0.146894170182
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.25,0.146351190674
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.245,0.145813307753
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.24,0.145280552598
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.235,0.144752956405
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.23,0.144230550382
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.225,0.143713365737
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.22,0.143201433667
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.215,0.142694785348
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.21,0.142193451922
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.205,0.141697464488
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.2,0.141206854085
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.195,0.140721651682
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.19,0.140241888164
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.185,0.139767594318
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.18,0.139298800815
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.175,0.1388355382
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.17,0.138377836871
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.165,0.137925727065
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.16,0.13747923884
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.155,0.137038402057
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.15,0.136603246359
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.145,0.136173801152
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.14,0.135750095586
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.135,0.135332158531
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.13,0.134920018556
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.125,0.134513703902
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.12,0.134113242459
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.115,0.133718661741
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.11,0.133329988855
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.105,0.132947250476
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.1,0.132570472811
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.095,0.132199681571
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.09,0.131834901936
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.085,0.131476158516
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.08,0.131123475315
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.075,0.130776875691
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.07,0.130436382308
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.065,0.130102017093
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.06,0.129773801183
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.055,0.129451754874
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.05,0.129135897556
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.045,0.128826247653
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.04,0.128522822552
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.035,0.128225638521
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.03,0.127934710622
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.025,0.127650052609
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.02,0.127371676813
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.015,0.127099594001
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.01,0.126833813203
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",-0.005,0.12657434149
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0,0.126321183642
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.005,0.12607434149
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.01,0.125833813203
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.015,0.125599594001
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.02,0.125371676813
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.025,0.125150052609
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.03,0.124934710622
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.035,0.124725638521
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.04,0.124522822552
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.045,0.124326247653
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.05,0.124135897556
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.055,0.123951754874
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.06,0.123773801183
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.065,0.123602017093
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.07,0.123436382308
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.075,0.123276875691
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.08,0.123123475315
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.085,0.122976158516
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.09,0.122834901936
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.095,0.122699681571
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.1,0.122570472811
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.105,0.122447250476
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.11,0.122329988855
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.115,0.122218661741
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.12,0.122113242459
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.125,0.122013703902
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.13,0.121920018556
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.135,0.121832158531
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.14,0.121750095586
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.145,0.121673801152
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.15,0.121603246359
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.155,0.121538402057
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.16,0.12147923884
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.165,0.121425727065
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.17,0.121377836871
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.175,0.1213355382
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.18,0.121298800815
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.185,0.121267594318
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.19,0.121241888164
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.195,0.121221651682
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.2,0.121206854085
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.205,0.121197464488
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.21,0.121193451922
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.215,0.121194785348
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.22,0.121201433667
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.225,0.121213365737
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.23,0.121230550382
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.235,0.121252956405
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.24,0.121280552598
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.245,0.121313307753
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.25,0.121351190674
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.255,0.121394170182
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.26,0.121442215132
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.265,0.121495294415
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.27,0.121553376969
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.275,0.12161643179
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.28,0.121684427935
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.285,0.121757334535
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.29,0.121835120797
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.295,0.121917756015
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.3,0.122005209576
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.305,0.122097450963
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.31,0.122194449767
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.315,0.122296175688
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.32,0.122402598542
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.325,0.122513688269
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.33,0.122629414932
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.335,0.122749748729
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.34,0.122874659992
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.345,0.123004119196
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.35,0.123138096958
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.355,0.123276564046
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.36,0.123419491381
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.365,0.123566850038
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.37,0.123718611253
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.375,0.123874746426
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.38,0.124035227121
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.385,0.124200025073
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.39,0.124369112185
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.395,0.124542460539
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.4,0.12472004239
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.405,0.124901830173
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.41,0.125087796502
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.415,0.125277914178
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.42,0.125472156182
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.425,0.125670495686
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.43,0.125872906044
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.435,0.126079360806
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.44,0.126289833708
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.445,0.126504298681
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.45,0.126722729845
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.455,0.126945101519
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.46,0.127171388213
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.465,0.127401564635
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.47,0.127635605688
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.475,0.127873486474
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.48,0.12811518229
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.485,0.128360668633
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.49,0.128609921196
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.495,0.128862915874
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.5,0.129119628757
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.505,0.129380036137
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.51,0.129644114503
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.515,0.129911840543
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.52,0.130183191144
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.525,0.130458143393
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.53,0.130736674572
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.535,0.131018762165
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.54,0.131304383851
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.545,0.131593517507
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.55,0.131886141207
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.555,0.132182233222
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.56,0.132481772019
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.565,0.132784736257
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.57,0.133091104794
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.575,0.13340085668
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.58,0.133713971157
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.585,0.134030427661
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.59,0.13435020582
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.595,0.13467328545
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.6,0.134999646561
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.605,0.135329269348
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.61,0.135662134197
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.615,0.135998221679
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.62,0.136337512553
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.625,0.136679987761
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.63,0.137025628431
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.635,0.137374415873
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.64,0.137726331578
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.645,0.138081357221
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.65,0.138439474652
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.655,0.138800665903
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.66,0.139164913182
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.665,0.139532198874
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.67,0.139902505538
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.675,0.140275815907
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.68,0.140652112886
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.685,0.141031379552
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.69,0.141413599153
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.695,0.141798755103
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.7,0.142186830987
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.705,0.142577810552
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.71,0.142971677714
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.715,0.143368416551
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.72,0.143768011302
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.725,0.144170446368
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.73,0.144575706312
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.735,0.144983775851
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.74,0.145394639863
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.745,0.14580828338
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.75,0.146224691588
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.755,0.146643849827
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.76,0.147065743589
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.765,0.147490358515
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.77,0.147917680397
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.775,0.148347695173
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.78,0.148780388929
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.785,0.149215747895
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.79,0.149653758446
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.795,0.150094407098
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.8,0.15053768051
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.805,0.150983565479
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.81,0.151432048941
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.815,0.151883117971
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.82,0.152336759777
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.825,0.152792961705
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.83,0.15325171123
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.835,0.153712995964
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.84,0.154176803646
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.845,0.154643122146
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.85,0.155111939462
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.855,0.155583243719
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.86,0.156057023167
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.865,0.156533266182
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.87,0.157011961261
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.875,0.157493097025
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.88,0.157976662215
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.885,0.15846264569
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.89,0.158951036429
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.895,0.159441823528
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.9,0.159934996197
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.905,0.160430543763
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.91,0.160928455665
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.915,0.161428721454
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.92,0.161931330794
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.925,0.162436273456
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.93,0.162943539323
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.935,0.163453118382
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.94,0.163965000729
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.945,0.164479176566
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.95,0.164995636196
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.955,0.165514370028
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.96,0.166035368572
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.965,0.166558622439
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.97,0.16708412234
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.975,0.167611859084
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.98,0.168141823578
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.985,0.168674006826
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.99,0.169208399928
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",0.995,0.169744994076
"Omega_n(m), W=sigma-10 sigma^2, kF=1; abscissa m",1,0.17028378056
